IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,28,,,,,,28,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,COL,Colombia,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,3,,,,,,3,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,3,,,,,,3,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,34,,,,,,34,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,LVA,Latvia,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,35,,,,,,35,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,DNK,Denmark,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,36,,,,,,36,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,WPR,Western Pacific,Country,PLW,Palau,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,36,,,,,,36,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,MKD,The former Yugoslav Republic of Macedonia,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,38,,,,,,38,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,4,,,,,,4,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,40,,,,,,40,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,SVN,Slovenia,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,42,,,,,,42,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,USA,United States of America,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,44,,,,,,44,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,URY,Uruguay,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,44,,,,,,44,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,46,,,,,,46,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,49,,,,,,49,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,ITA,Italy,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,49,,,,,,49,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,49,,,,,,49,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,ISR,Israel,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,50,,,,,,50,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,BLZ,Belize,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,51,,,,,,51,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,IRL,Ireland,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,53,,,,,,53,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,SUR,Suriname,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,55,,,,,,55,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,56,,,,,,56,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,56,,,,,,56,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AFR,Africa,Country,ZAF,South Africa,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,56,,,,,,56,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,CYP,Cyprus,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,57,,,,,,57,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,PER,Peru,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,57,,,,,,57,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AFR,Africa,Country,UGA,Uganda,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,57,,,,,,57,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,59,,,,,,59,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,FIN,Finland,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,62,,,,,,62,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,HND,Honduras,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,62,,,,,,62,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,PRY,Paraguay,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,64,,,,,,64,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,66,,,,,,66,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,66,,,,,,66,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,BEL,Belgium,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,68,,,,,,68,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,CHL,Chile,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,68,,,,,,68,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,68,,,,,,68,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,WPR,Western Pacific,Country,COK,Cook Islands,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,69,,,,,,69,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,7,,,,,,7,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,PAN,Panama,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,71,,,,,,71,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,72,,,,,,72,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,HUN,Hungary,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,72,,,,,,72,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,SWE,Sweden,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,72,,,,,,72,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AFR,Africa,Country,MUS,Mauritius,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,77,,,,,,77,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,MLT,Malta,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,78,,,,,,78,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AFR,Africa,Country,SYC,Seychelles,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,82,,,,,,82,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,82,,,,,,82,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,82,,,,,,82,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,CAN,Canada,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,83,,,,,,83,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,PRT,Portugal,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,83,,,,,,83,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AFR,Africa,Country,RWA,Rwanda,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,83,,,,,,83,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,NOR,Norway,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,85,,,,,,85,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,ECU,Ecuador,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,86,,,,,,86,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,88,,,,,,88,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,ISL,Iceland,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,89,,,,,,89,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,BRA,Brazil,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,93,,,,,,93,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,95,,,,,,95,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,96,,,,,,96,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,MEX,Mexico,Year,2017,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,97,,,,,,97,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2016,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,0,,,,,,0,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,SMR,San Marino,Year,2016,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,12,,,,,,12,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2016,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,14,,,,,,14,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,BRB,Barbados,Year,2016,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,15,,,,,,15,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,DNK,Denmark,Year,2016,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,16,,,,,,16,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,BHS,Bahamas,Year,2016,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,19,,,,,,19,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,COL,Colombia,Year,2016,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,2,,,,,,2,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,FRA,France,Year,2016,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,21,,,,,,21,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2016,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,24,,,,,,24,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AFR,Africa,Country,UGA,Uganda,Year,2016,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,30,,,,,,30,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,WPR,Western Pacific,Country,MHL,Marshall Islands,Year,2016,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,31,,,,,,31,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,WPR,Western Pacific,Country,PLW,Palau,Year,2016,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,31,,,,,,31,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,LVA,Latvia,Year,2016,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,33,,,,,,33,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,USA,United States of America,Year,2016,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,36,,,,,,36,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2016,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,37,,,,,,37,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,SUR,Suriname,Year,2016,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,37,,,,,,37,,,EN,2023-03-30T22:00:00.000Z
